Host,HostTaxID,correct_name,type,taxon_level,Genus,Family,Order,Class,Phylum,host_species,Spp_syn,IUCN_spp,Or_name,IUCN_Present,IUCN_id,IUCN_name,IUCN_latest,IUCN_date,IUCN_Category,IUCN_N_syn,IUCN_syn,IUCN_status,IUCN_Phylum,IUCN_Class,IUCN_Order,IUCN_Family,ITIS_Present,ITIS_is_valid,ITIS_id,ITIS_name,ITIS_Phylum,ITIS_N_syn,ITIS_syn,ITIS_Class,ITIS_Order,ITIS_Family,ITIS_species_in_genus,GBIF_Present,GBIF_id,GBIF_name,GBIF_N_syn,GBIF_syn,GBIF_Phylum,GBIF_Status,GBIF_Class,GBIF_Order,GBIF_Family
Phoenicoparrus andinus,704177,Phoenicoparrus andinus,host,species,Phoenicoparrus,PHOENICOPTERIDAE,PHOENICOPTERIFORMES,AVES,CHORDATA,Phoenicoparrus andinus,,Phoenicoparrus andinus,Phoenicoparrus andinus,Yes,22697387,Phoenicoparrus andinus,TRUE,2020,VU,0,,ACCEPTED;ACCEPTED,CHORDATA,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Yes,valid,174980,Phoenicoparrus andinus,CHORDATA,1,Phoenicopterus andinus,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,,Yes,2481106,Phoenicoparrus andinus,1,Phoenicoparrus andinus,CHORDATA,ACCEPTED-SYNONYM,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE
Phoenicopterus chilensis,117000,Phoenicopterus chilensis,host,species,Phoenicopterus,PHOENICOPTERIDAE,PHOENICOPTERIFORMES,AVES,CHORDATA,Phoenicopterus chilensis,Phoenicopterus chilensis,Phoenicopterus chilensis,Phoenicopterus chilensis,Yes,22697365,Phoenicopterus chilensis,TRUE,2018,NT,,,,CHORDATA,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Yes,valid,562025,Phoenicopterus chilensis,CHORDATA,,,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,,Yes,2481110,Phoenicopterus chilensis,,,CHORDATA,ACCEPTED,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE
Phoenicopterus roseus,435638,Phoenicopterus roseus,host,species,Phoenicopterus,PHOENICOPTERIDAE,PHOENICOPTERIFORMES,AVES,CHORDATA,Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,Yes,22697360,Phoenicopterus roseus,TRUE,2021; 2019,LC,,,,CHORDATA,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Yes,valid,824111,Phoenicopterus roseus,CHORDATA,,,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,,Yes,4352332,Phoenicopterus roseus,,,CHORDATA,ACCEPTED,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE
Phoenicopterus ruber,9217,Phoenicopterus ruber,host,species,Phoenicopterus,PHOENICOPTERIDAE,PHOENICOPTERIFORMES,AVES,CHORDATA,Phoenicopterus ruber,Phoenicopterus ruber,Phoenicopterus ruber,Phoenicopterus ruber,Yes,22729706,Phoenicopterus ruber,TRUE,2021,LC,,,,CHORDATA,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Yes,valid,174976,Phoenicopterus ruber,CHORDATA,,,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,,Yes,9691034,Phoenicopterus ruber,,,CHORDATA,ACCEPTED,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE
Phoenicopterus sp.,2729511,Phoenicopterus,host,genus,Phoenicopterus,,,,,Phoenicopterus sp.,Phoenicopterus,,Phoenicopterus,No,,,,,,,,,,,,,Yes,valid,174975,Phoenicopterus,CHORDATA,,,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicopterus chilensis; Phoenicopterus roseus; Phoenicopterus ruber,Yes,2481102,Phoenicopterus,,,CHORDATA,,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE
Phoenicurus phoenicurus,121423,Phoenicurus phoenicurus,host,species,Phoenicurus,MUSCICAPIDAE,PASSERIFORMES,AVES,CHORDATA,Phoenicurus phoenicurus,Phoenicurus phoenicurus; Fulica chinensis; Gallinula javanica,Phoenicurus phoenicurus,Phoenicurus phoenicurus,Yes,22710055,Phoenicurus phoenicurus,TRUE,2024; 2021,LC,,,,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Yes,valid,562037,Phoenicurus phoenicurus,CHORDATA,2,Fulica chinensis;Gallinula javanica,AVES,PASSERIFORMES,MUSCICAPIDAE,,Yes,5739317,Phoenicurus phoenicurus,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,MUSCICAPIDAE
Phylloscopus collybita,48150,Phylloscopus collybita,host,species,Phylloscopus,PHYLLOSCOPIDAE,PASSERIFORMES,AVES,CHORDATA,Phylloscopus collybita,Phylloscopus collybita,Phylloscopus collybita,Phylloscopus collybita,Yes,103843725,Phylloscopus collybita,TRUE,2024; 2021,LC,,,,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Yes,valid,562129,Phylloscopus collybita,CHORDATA,,,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,,Yes,2493091,Phylloscopus collybita,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PHYLLOSCOPIDAE
Phylloscopus proregulus,56435,Phylloscopus proregulus,host,species,Phylloscopus,PHYLLOSCOPIDAE,PASSERIFORMES,AVES,CHORDATA,Phylloscopus proregulus,Phylloscopus proregulus,Phylloscopus proregulus,Phylloscopus proregulus,Yes,22734364,Phylloscopus proregulus,TRUE,2016,LC,,,,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Yes,valid,562148,Phylloscopus proregulus,CHORDATA,,,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,,Yes,2493090,Phylloscopus proregulus,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PHYLLOSCOPIDAE
Phylloscopus trochilus,9182,Phylloscopus trochilus,host,species,Phylloscopus,PHYLLOSCOPIDAE,PASSERIFORMES,AVES,CHORDATA,Phylloscopus trochilus,Phylloscopus trochilus,Phylloscopus trochilus,Phylloscopus trochilus,Yes,22715240,Phylloscopus trochilus,TRUE,2024; 2021,LC,,,,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Yes,valid,179841,Phylloscopus trochilus,CHORDATA,,,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,,Yes,2493052,Phylloscopus trochilus,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PHYLLOSCOPIDAE
Phyllostomus discolor,89673,Phyllostomus discolor,host,species,Phyllostomus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Phyllostomus discolor,Phyllostomus discolor; Vespertilio murinus,Phyllostomus discolor,Phyllostomus discolor,Yes,17216,Phyllostomus discolor,TRUE,2015,LC,,,,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Yes,valid,631779,Phyllostomus discolor,CHORDATA,,,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,,Yes,2433280,Phyllostomus discolor,1,Vespertilio murinus,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE
Pica hudsonia,158052,Pica hudsonia,host,species,Pica,CORVIDAE,PASSERIFORMES,AVES,CHORDATA,Pica hudsonia,Pica hudsonia; Abies fraseri; Abies balsamea,Pica hudsonia,Pica hudsonia,Yes,103727176,Pica hudsonia,TRUE,2017,LC,,,,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Yes,valid,726117,Pica hudsonia,CHORDATA,0,,AVES,PASSERIFORMES,CORVIDAE,,Yes,5229487,Pica hudsonia,3,Abies fraseri;Abies balsamea,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,CORVIDAE
Pica nuttalli,114087,Pica nuttalli,host,species,Pica,,,,,Pica nuttalli,Pica nuttalli,,Pica nuttalli,No,,,,,,,,,,,,,Yes,valid,179723,Pica nuttalli,CHORDATA,,,AVES,PASSERIFORMES,CORVIDAE,,Yes,5229489,Pica nuttalli,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,CORVIDAE
Pica pica,34924,Pica pica,host,species,Pica,CORVIDAE,PASSERIFORMES,AVES,CHORDATA,Pica pica,Pica pica,Pica pica,Pica pica,Yes,103727048,Pica pica,TRUE,2024; 2021,LC,,,,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Yes,valid,179720,Pica pica,CHORDATA,,,AVES,PASSERIFORMES,CORVIDAE,,Yes,5229490,Pica pica,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,CORVIDAE
Pinicola enucleator,175947,Pinicola enucleator,host,species,Pinicola,FRINGILLIDAE,PASSERIFORMES,AVES,CHORDATA,Pinicola enucleator,Pinicola enucleator,Pinicola enucleator,Pinicola enucleator,Yes,22720625,Pinicola enucleator,TRUE,2021; 2018,LC,,,,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Yes,valid,179205,Pinicola enucleator,CHORDATA,0,,AVES,PASSERIFORMES,FRINGILLIDAE,,Yes,2494771,Pinicola enucleator,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,FRINGILLIDAE
Pionus menstruus,13214,Pionus menstruus,host,species,Pionus,PSITTACIDAE,PSITTACIFORMES,AVES,CHORDATA,Pionus menstruus,Pionus menstruus; Prionus menstruus; Psittacus menstruus; Pionus reichenowi,Pionus menstruus,Pionus menstruus,Yes,45429607,Pionus menstruus,TRUE,2021,LC,,,,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Yes,valid,554917,Pionus menstruus,CHORDATA,3,Prionus menstruus;Psittacus menstruus;Pionus reichenowi,AVES,PSITTACIFORMES,PSITTACIDAE,,Yes,2479902,Pionus menstruus,1,Pionus menstruus,CHORDATA,ACCEPTED-SYNONYM,AVES,PSITTACIFORMES,PSITTACIDAE
Pipistrellus hesperidus,294653,Pipistrellus hesperidus,host,species,Pipistrellus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pipistrellus hesperidus,,Pipistrellus hesperidus,Pipistrellus hesperidus,Yes,136741,Pipistrellus hesperidus,TRUE,2016,LC,0,,New;New;New;New,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,946160,Pipistrellus hesperidus,CHORDATA,2,Vespertilio hesperida;Vespertilio subtilis,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,7261836,Pipistrellus hesperidus,1,Parastrellus hesperus,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Pipistrellus kuhlii,59472,Pipistrellus kuhlii,host,species,Pipistrellus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pipistrellus kuhlii,,Pipistrellus kuhlii,Pipistrellus kuhlii,Yes,17314,Pipistrellus kuhlii,TRUE,2023; 2016; 2010,LC,3,Pipistrellus lepidus;Pipistrellus deserti;Vespertilio kuhlii,ACCEPTED;undefined;ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632108,Pipistrellus kuhlii,CHORDATA,4,Pipistrellus aegyptius;Pipistrellus deserti;Vespertilio kuhlii;Pipistrellus lepidus,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,5218464,Pipistrellus kuhlii,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Pipistrellus nathusii,59473,Pipistrellus nathusii,host,species,Pipistrellus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pipistrellus nathusii,,Pipistrellus nathusii,Pipistrellus nathusii,Yes,17316,Pipistrellus nathusii,TRUE,2023; 2016; 2010,LC,1,Vespertilio nathusii,ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632118,Pipistrellus nathusii,CHORDATA,1,Vespertilio nathusii,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,5218471,Pipistrellus nathusii,1,Pipistrellus nanulus,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Pipistrellus pipistrellus,59474,Pipistrellus pipistrellus,host,species,Pipistrellus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Pipistrellus pipistrellus,,Pipistrellus pipistrellus,Pipistrellus pipistrellus,Yes,85333513,Pipistrellus pipistrellus,TRUE,2023; 2020,LC,2,Vesperugo pipistrellus;Vespertilio pipistrellus,ACCEPTED;ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632123,Pipistrellus pipistrellus,CHORDATA,2,Vespertilio pipistrellus;Pipistrellus aladdin,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,5218465,Pipistrellus pipistrellus,1,Pipistrellus kuhlii,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Pipistrellus sp.,3075051,Pipistrellus,host,genus,Pipistrellus,,,,,Pipistrellus sp.,Pipistrellus; Pipistrellus (Pipistrellus Kaup; 1829,,Pipistrellus,No,,,,,,,,,,,,,Yes,valid,180023,Pipistrellus,CHORDATA,0,"Pipistrellus (Pipistrellus) Kaup, 1829",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus abramus; Pipistrellus adamsi; Pipistrellus aero; Pipistrellus angulatus; Pipistrellus ceylonicus; Pipistrellus collinus; Pipistrellus coromandra; Pipistrellus creticus; Pipistrellus dhofarensis; Pipistrellus endoi; Pipistrellus hanaki; Pipistrellus hesperidus; Pipistrellus inexspectatus; Pipistrellus javanicus; Pipistrellus kuhlii; Pipistrellus maderensis; Pipistrellus minahassae; Pipistrellus murrayi; Pipistrellus nanulus; Pipistrellus nathusii; Pipistrellus papuanus; Pipistrellus paterculus; Pipistrellus permixtus; Pipistrellus pipistrellus; Pipistrellus pygmaeus; Pipistrellus raceyi; Pipistrellus rusticus; Pipistrellus simandouensis; Pipistrellus stenopterus; Pipistrellus sturdeei; Pipistrellus tenuis; Pipistrellus wattsi; Pipistrellus westralis,Yes,1,NA,,,NA,,NA,NA,NA
Piranga ludoviciana,63520,Piranga ludoviciana,host,species,Piranga,CARDINALIDAE,PASSERIFORMES,AVES,CHORDATA,Piranga ludoviciana,Piranga ludoviciana,Piranga ludoviciana,Piranga ludoviciana,Yes,22722471,Piranga ludoviciana,TRUE,2016,LC,,,,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Yes,valid,179882,Piranga ludoviciana,CHORDATA,,,AVES,PASSERIFORMES,CARDINALIDAE,,Yes,2488484,Piranga ludoviciana,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,CARDINALIDAE
Plecotus auritus,61862,Plecotus auritus,host,species,Plecotus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Plecotus auritus,,Plecotus auritus,Plecotus auritus,Yes,85535522,Plecotus auritus,TRUE,2023,LC,1,Vespertilio auritus,ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632133,Plecotus auritus,CHORDATA,1,Vespertilio auritus,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,5218507,Plecotus auritus,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Plecotus sp.,232091,Plecotus,host,genus,Plecotus,,,,,Plecotus sp.,Plecotus,,Plecotus,No,,,,,,,,,,,,,Yes,valid,180026,Plecotus,CHORDATA,,,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Plecotus auritus; Plecotus austriacus; Plecotus balensis; Plecotus christii; Plecotus gaisleri; Plecotus homochrous; Plecotus kolombatovici; Plecotus kozlovi; Plecotus macrobullaris; Plecotus ognevi; Plecotus sacrimontis; Plecotus sardus; Plecotus strelkovi; Plecotus taivanus; Plecotus teneriffae; Plecotus turkmenicus; Plecotus wardi,Yes,5428957,Plecotus,,,CHORDATA,,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Plectropterus gambensis,658924,Plectropterus gambensis,host,species,Plectropterus,ANATIDAE,ANSERIFORMES,AVES,CHORDATA,Plectropterus gambensis,Plectropterus gambensis; Anas gambensis; Plectropterus niger,Plectropterus gambensis,Plectropterus gambensis,Yes,22680057,Plectropterus gambensis,TRUE,2016,LC,,,,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Yes,valid,175249,Plectropterus gambensis,CHORDATA,2,Anas gambensis;Plectropterus niger,AVES,ANSERIFORMES,ANATIDAE,,Yes,5232465,Plectropterus gambensis,,,CHORDATA,ACCEPTED,AVES,ANSERIFORMES,ANATIDAE
Plegadis chihi,302533,Plegadis chihi,host,species,Plegadis,THRESKIORNITHIDAE,PELECANIFORMES,AVES,CHORDATA,Plegadis chihi,Plegadis chihi; Plegadis chichi; Numenius chihi,Plegadis chihi,Plegadis chihi,Yes,22697426,Plegadis chihi,TRUE,2016,LC,,,,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Yes,valid,174926,Plegadis chihi,CHORDATA,2,Plegadis chichi;Numenius chihi,AVES,PELECANIFORMES,THRESKIORNITHIDAE,,Yes,9375033,Plegadis chihi,1,Plegadis chihi,CHORDATA,ACCEPTED-SYNONYM,AVES,PELECANIFORMES,THRESKIORNITHIDAE
Plegadis falcinellus,52788,Plegadis falcinellus,host,species,Plegadis,THRESKIORNITHIDAE,PELECANIFORMES,AVES,CHORDATA,Plegadis falcinellus,Plegadis falcinellus; Tantalus falcinellus,Plegadis falcinellus,Plegadis falcinellus,Yes,22697422,Plegadis falcinellus,TRUE,2021; 2019,LC,,,,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Yes,valid,174924,Plegadis falcinellus,CHORDATA,1,Tantalus falcinellus,AVES,PELECANIFORMES,THRESKIORNITHIDAE,,Yes,2480773,Plegadis falcinellus,,,CHORDATA,ACCEPTED,AVES,PELECANIFORMES,THRESKIORNITHIDAE
Pluvialis apricaria,670352,Pluvialis apricaria,host,species,Pluvialis,CHARADRIIDAE,CHARADRIIFORMES,AVES,CHORDATA,Pluvialis apricaria,Pluvialis apricaria; Charadrius apricarius,Pluvialis apricaria,Pluvialis apricaria,Yes,22693727,Pluvialis apricaria,TRUE,2021; 2016,LC,,,,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Yes,valid,176561,Pluvialis apricaria,CHORDATA,1,Charadrius apricarius,AVES,CHARADRIIFORMES,CHARADRIIDAE,,Yes,2480332,Pluvialis apricaria,,,CHORDATA,ACCEPTED,AVES,CHARADRIIFORMES,CHARADRIIDAE
Pluvialis dominica,240205,Pluvialis dominica,host,species,Pluvialis,CHARADRIIDAE,CHARADRIIFORMES,AVES,CHORDATA,Pluvialis dominica,,Pluvialis dominica,Pluvialis dominica,Yes,22693740,Pluvialis dominica,TRUE,2024,LC,0,,ACCEPTED,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Yes,valid,176564,Pluvialis dominica,CHORDATA,1,Charadrius dominicus,AVES,CHARADRIIFORMES,CHARADRIIDAE,,Yes,2480328,Pluvialis dominica,,,CHORDATA,ACCEPTED,AVES,CHARADRIIFORMES,CHARADRIIDAE
Pluvialis fulva,371922,Pluvialis fulva,host,species,Pluvialis,CHARADRIIDAE,CHARADRIIFORMES,AVES,CHORDATA,Pluvialis fulva,Pluvialis fulva; Charadrius fulvus,Pluvialis fulva,Pluvialis fulva,Yes,22693735,Pluvialis fulva,TRUE,2019,LC,,,,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Yes,valid,554381,Pluvialis fulva,CHORDATA,1,Charadrius fulvus,AVES,CHARADRIIFORMES,CHARADRIIDAE,,Yes,2480331,Pluvialis fulva,,,CHORDATA,ACCEPTED,AVES,CHARADRIIFORMES,CHARADRIIDAE
Pluvialis squatarola,171273,Pluvialis squatarola,host,species,Pluvialis,CHARADRIIDAE,CHARADRIIFORMES,AVES,CHORDATA,Pluvialis squatarola,Pluvialis squatarola; Tringa squatarola,Pluvialis squatarola,Pluvialis squatarola,Yes,22693749,Pluvialis squatarola,TRUE,2024; 2021,VU; LC,,,,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Yes,valid,176567,Pluvialis squatarola,CHORDATA,1,Tringa squatarola,AVES,CHARADRIIFORMES,CHARADRIIDAE,,Yes,2480327,Pluvialis squatarola,,,CHORDATA,ACCEPTED,AVES,CHARADRIIFORMES,CHARADRIIDAE
Podargus strigoides,8905,Podargus strigoides,host,species,Podargus,PODARGIDAE,CAPRIMULGIFORMES,AVES,CHORDATA,Podargus strigoides,Podargus strigoides; Caprimulgus strigoides; Podargus brachypterus; Podargus phalaenoides,Podargus strigoides,Podargus strigoides,Yes,22689580,Podargus strigoides,TRUE,2024,LC,,,,CHORDATA,AVES,CAPRIMULGIFORMES,PODARGIDAE,Yes,valid,555510,Podargus strigoides,CHORDATA,3,Caprimulgus strigoides;Podargus brachypterus;Podargus phalaenoides,AVES,CAPRIMULGIFORMES,PODARGIDAE,,Yes,2497109,Podargus strigoides,,,CHORDATA,ACCEPTED,AVES,CAPRIMULGIFORMES,PODARGIDAE
Podiceps auritus,37050,Podiceps auritus,host,species,Podiceps,PODICIPEDIDAE,PODICIPEDIFORMES,AVES,CHORDATA,Podiceps auritus,Podiceps auritus; Colymbus auritus,Podiceps auritus,Podiceps auritus,Yes,22696606,Podiceps auritus,TRUE,2021; 2018,NT; VU,,,,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Yes,valid,174482,Podiceps auritus,CHORDATA,1,Colymbus auritus,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,,Yes,2482059,Podiceps auritus,1,Podiceps auritus,CHORDATA,ACCEPTED-SYNONYM,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
Podiceps cristatus,345573,Podiceps cristatus,host,species,Podiceps,PODICIPEDIDAE,PODICIPEDIFORMES,AVES,CHORDATA,Podiceps cristatus,Podiceps cristatus; Podiceps australis; Colymbus cristatus; Podiceps infuscatus,Podiceps cristatus,Podiceps cristatus,Yes,22696602,Podiceps cristatus,TRUE,2021; 2019,LC,,,,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Yes,valid,174491,Podiceps cristatus,CHORDATA,3,Podiceps australis;Colymbus cristatus;Podiceps infuscatus,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,,Yes,2482054,Podiceps cristatus,1,Podiceps cristatus,CHORDATA,ACCEPTED-SYNONYM,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
Podiceps grisegena,80367,Podiceps grisegena,host,species,Podiceps,PODICIPEDIDAE,PODICIPEDIFORMES,AVES,CHORDATA,Podiceps grisegena,Podiceps grisegena; Colymbus grisegena; Podiceps holbollii,Podiceps grisegena,Podiceps grisegena,Yes,22696599,Podiceps grisegena,TRUE,2021; 2018,VU; LC,,,,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Yes,valid,174479,Podiceps grisegena,CHORDATA,2,Colymbus grisegena;Podiceps holbollii,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,,Yes,2482051,Podiceps grisegena,2,Podiceps grisegena,CHORDATA,ACCEPTED-SYNONYM,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
Podiceps major,555330,Podiceps major,host,species,Podiceps,PODICIPEDIDAE,PODICIPEDIFORMES,AVES,CHORDATA,Podiceps major,Podiceps major; Podicephorus major; Colymbus major; Tachybaptus ruficollis,Podiceps major,Podiceps major,Yes,22696596,Podiceps major,TRUE,2024,LC,,,,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Yes,valid,174492,Podiceps major,CHORDATA,2,Podicephorus major;Colymbus major,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,,Yes,2482062,Podiceps major,1,Tachybaptus ruficollis,CHORDATA,ACCEPTED,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
Podiceps nigricollis,85099,Podiceps nigricollis,host,species,Podiceps,PODICIPEDIDAE,PODICIPEDIFORMES,AVES,CHORDATA,Podiceps nigricollis,Podiceps nigricollis; Podiceps californicus,Podiceps nigricollis,Podiceps nigricollis,Yes,22696610,Podiceps nigricollis,TRUE,2021; 2018,VU; LC,,,,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Yes,valid,174485,Podiceps nigricollis,CHORDATA,1,Podiceps californicus,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,,Yes,2482065,Podiceps nigricollis,1,Podiceps nigricollis,CHORDATA,ACCEPTED-SYNONYM,AVES,PODICIPEDIFORMES,PODICIPEDIDAE
Poecile atricapillus,48891,Poecile atricapillus,host,species,Poecile,PARIDAE,PASSERIFORMES,AVES,CHORDATA,Poecile atricapillus,,Poecile atricapillus,Poecile atricapillus,Yes,22711716,Poecile atricapillus,TRUE,2017,LC,1,Parus atricapillus,ACCEPTED;NEW,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Yes,valid,554382,Poecile atricapillus,CHORDATA,3,Parus atricapillus;Parus occidentalis;Parus septentrionalis,AVES,PASSERIFORMES,PARIDAE,,Yes,2487805,Poecile atricapillus,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PARIDAE
Poecile carolinensis,48892,Poecile carolinensis,host,species,Poecile,PARIDAE,PASSERIFORMES,AVES,CHORDATA,Poecile carolinensis,,Poecile carolinensis,Poecile carolinensis,Yes,22711708,Poecile carolinensis,TRUE,2016,LC,1,Parus carolinensis,ACCEPTED;NEW,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Yes,valid,554383,Poecile carolinensis,CHORDATA,1,Parus carolinensis,AVES,PASSERIFORMES,PARIDAE,,Yes,2487844,Poecile carolinensis,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PARIDAE
Poecile montanus,48895,Poecile montanus,host,species,Poecile,PARIDAE,PASSERIFORMES,AVES,CHORDATA,Poecile montanus,Poecile montanus; Poecile montana; Poecilia dominicensis,Poecile montanus,Poecile montanus,Yes,155139697,Poecile montanus,TRUE,2021; 2019,LC,,,,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Yes,valid,562353,Poecile montanus,CHORDATA,1,Poecile montana,AVES,PASSERIFORMES,PARIDAE,,Yes,2487866,Poecile montanus,1,Poecilia dominicensis,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,PARIDAE
Polysticta stelleri,234623,Polysticta stelleri,host,species,Polysticta,ANATIDAE,ANSERIFORMES,AVES,CHORDATA,Polysticta stelleri,,Polysticta stelleri,Polysticta stelleri,Yes,22680415,Polysticta stelleri,TRUE,2021; 2018,LC; VU,1,Anas stelleri,ACCEPTED,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Yes,valid,175153,Polysticta stelleri,CHORDATA,1,Anas stelleri,AVES,ANSERIFORMES,ANATIDAE,,Yes,5232431,Polysticta stelleri,1,Polysticta stelleri,CHORDATA,ACCEPTED-SYNONYM,AVES,ANSERIFORMES,ANATIDAE
Pongo abelii,9601,Pongo abelii,host,species,Pongo,HOMINIDAE,PRIMATES,MAMMALIA,CHORDATA,Pongo abelii,Pongo abelii; Simia gigantica,Pongo abelii,Pongo abelii,Yes,121097935,Pongo abelii,TRUE,2024,CR,,,,CHORDATA,MAMMALIA,PRIMATES,HOMINIDAE,Yes,valid,944294,Pongo abelii,CHORDATA,1,Simia gigantica,MAMMALIA,PRIMATES,HOMINIDAE,,Yes,5707420,Pongo abelii,,,CHORDATA,ACCEPTED,MAMMALIA,PRIMATES,HOMINIDAE
