role_modelling_feature_id,disease_name,species_role,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_direct_detection_supported,host_role_assignment,host_role_confidence,host_role_assignment_status,host_role_needs_manual_review,modelling_role_proxy,modelling_role_proxy_basis,modelling_role_proxy_confidence,modelling_role_proxy_rule_id,modelling_role_proxy_needs_review,host_role_bucket,host_role_evidence_basis,host_role_weight,role_proxy_applied,group_proxy_applied,profile_group_proxy,feature_rule_version,taxonomy_ok,host_detection_tier,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,host_evidence_missingness_reason
borna disease encephalitis|oryctolagus cuniculus|9986,Borna disease (encephalitis),host,Oryctolagus cuniculus,9986,mammalia,lagomorpha,leporidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
borna disease encephalitis|ovis aries|9940,Borna disease (encephalitis),host,Ovis aries,9940,mammalia,artiodactyla,bovidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
borna disease encephalitis|procyon lotor|9654,Borna disease (encephalitis),host,Procyon lotor,9654,mammalia,carnivora,procyonidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
borna disease encephalitis|sorex araneus|42254,Borna disease (encephalitis),host,Sorex araneus,42254,mammalia,eulipotyphla,soricidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
borna disease encephalitis|vicugna pacos|30538,Borna disease (encephalitis),host,Vicugna pacos,30538,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
borna disease encephalitis|vulpes vulpes|9627,Borna disease (encephalitis),host,Vulpes vulpes,9627,mammalia,carnivora,canidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
borna disease encephalitis|crocidura suaveolens|52631,Borna disease (encephalitis),host,crocidura suaveolens,52631,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|artibeus jamaicensis|9417,Chikungunya fever,host,Artibeus jamaicensis,9417,mammalia,chiroptera,phyllostomidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|cercopithecus ascanius|36223,Chikungunya fever,host,Cercopithecus ascanius,36223,mammalia,primates,cercopithecidae,Antibodies; Not specified,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|chlorocebus aethiops|9534,Chikungunya fever,host,Chlorocebus aethiops,9534,mammalia,primates,cercopithecidae,Isolation/Observation; Not specified,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|dermanura phaeotis|40229,Chikungunya fever,host,Dermanura phaeotis,40229,mammalia,chiroptera,phyllostomidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|erythrocebus patas|9538,Chikungunya fever,host,Erythrocebus patas,9538,mammalia,primates,cercopithecidae,Isolation/Observation,TRUE,amplifying_host,medium,draft_source_backed,TRUE,amplifying_host,source_backed_role_assignment,medium,source_backed_role_v0_1,TRUE,reservoir_or_amplifying_host,exact_source_backed,0.75,TRUE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,TRUE,FALSE,strong,host_v0_1,host_role_review_needed
chikungunya fever|glossophaga mutica|2994998,Chikungunya fever,host,Glossophaga mutica,2994998,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|gorilla gorilla|9593,Chikungunya fever,host,Gorilla gorilla,9593,mammalia,primates,hominidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|hipposideros caffer|302402,Chikungunya fever,host,Hipposideros caffer,302402,mammalia,chiroptera,hipposideridae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|homo sapiens|9606,Chikungunya fever,host,Homo sapiens,9606,,,,Isolation/Observation; Not specified; PCR/Sequencing,TRUE,amplifying_host,high,draft_source_backed,FALSE,amplifying_host,source_backed_role_assignment,high,source_backed_role_v0_1,FALSE,reservoir_or_amplifying_host,exact_source_backed,1,TRUE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,TRUE,TRUE,strict,host_v0_1,
chikungunya fever|macaca fascicularis|9541,Chikungunya fever,host,Macaca fascicularis,9541,mammalia,primates,cercopithecidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|macaca mulatta|9544,Chikungunya fever,host,Macaca mulatta,9544,mammalia,primates,cercopithecidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|mastomys natalensis|10112,Chikungunya fever,host,Mastomys natalensis,10112,mammalia,rodentia,muridae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|molossus nigricans|2997257,Chikungunya fever,host,Molossus nigricans,2997257,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|mops pumilus|242384,Chikungunya fever,host,Mops pumilus,242384,mammalia,chiroptera,molossidae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|mus musculus|10090,Chikungunya fever,host,Mus musculus,10090,mammalia,rodentia,muridae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|pan troglodytes|9598,Chikungunya fever,host,Pan troglodytes,9598,mammalia,primates,hominidae,Antibodies; Not specified,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|papio hamadryas|9557,Chikungunya fever,host,Papio hamadryas,9557,mammalia,primates,cercopithecidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|papio papio|100937,Chikungunya fever,host,Papio papio,100937,mammalia,primates,cercopithecidae,Isolation/Observation,TRUE,amplifying_host,medium,draft_source_backed,TRUE,amplifying_host,source_backed_role_assignment,medium,source_backed_role_v0_1,TRUE,reservoir_or_amplifying_host,exact_source_backed,0.75,TRUE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,TRUE,FALSE,strong,host_v0_1,host_role_review_needed
chikungunya fever|papio ursinus|36229,Chikungunya fever,host,Papio ursinus,36229,mammalia,primates,cercopithecidae,Antibodies; Not specified,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|passer luteus|58821,Chikungunya fever,host,Passer luteus,58821,aves,passeriformes,passeridae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|peropteryx macrotis|249015,Chikungunya fever,host,Peropteryx macrotis,249015,mammalia,chiroptera,emballonuridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|rattus rattus|10117,Chikungunya fever,host,Rattus rattus,10117,mammalia,rodentia,muridae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|rousettus aegyptiacus|9407,Chikungunya fever,host,Rousettus aegyptiacus,9407,mammalia,chiroptera,pteropodidae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|rousettus leschenaultii|9408,Chikungunya fever,host,Rousettus leschenaultii,9408,mammalia,chiroptera,pteropodidae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|scotophilus kuhlii|153297,Chikungunya fever,host,Scotophilus kuhlii,153297,mammalia,chiroptera,vespertilionidae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|sturnira parvidens|196700,Chikungunya fever,host,Sturnira parvidens,196700,mammalia,chiroptera,phyllostomidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|xerus erythropus|327507,Chikungunya fever,host,Xerus erythropus,327507,mammalia,rodentia,sciuridae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|chlorocebus pygerythrus|60710,Chikungunya fever,host,chlorocebus pygerythrus,60710,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|eulemur fulvus|13515,Chikungunya fever,host,eulemur fulvus,13515,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
chikungunya fever|galago senegalensis|9465,Chikungunya fever,host,galago senegalensis,9465,,,,Antibodies; Not specified,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|antidorcas marsupialis|59523,Crimean-Congo hemorrhagic fever,host,Antidorcas marsupialis,59523,mammalia,artiodactyla,bovidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|atelerix albiventris|9368,Crimean-Congo hemorrhagic fever,host,Atelerix albiventris,9368,mammalia,eulipotyphla,erinaceidae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|bos taurus|9913,Crimean-Congo hemorrhagic fever,host,Bos taurus,9913,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|bubalus bubalis|89462,Crimean-Congo hemorrhagic fever,host,Bubalus bubalis,89462,mammalia,artiodactyla,bovidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|camelus bactrianus|9837,Crimean-Congo hemorrhagic fever,host,Camelus bactrianus,9837,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|camelus dromedarius|9838,Crimean-Congo hemorrhagic fever,host,Camelus dromedarius,9838,mammalia,artiodactyla,camelidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|canis lupus|9612,Crimean-Congo hemorrhagic fever,host,Canis lupus,9612,mammalia,carnivora,canidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|capra hircus|9925,Crimean-Congo hemorrhagic fever,host,Capra hircus,9925,mammalia,artiodactyla,bovidae,Isolation/Observation; Not specified; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|capricornis milneedwardsii|1073286,Crimean-Congo hemorrhagic fever,host,Capricornis milneedwardsii,1073286,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|ceratotherium simum|9807,Crimean-Congo hemorrhagic fever,host,Ceratotherium simum,9807,mammalia,perissodactyla,rhinocerotidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|equus asinus|9793,Crimean-Congo hemorrhagic fever,host,Equus asinus,9793,mammalia,perissodactyla,equidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|equus caballus|9796,Crimean-Congo hemorrhagic fever,host,Equus caballus,9796,mammalia,perissodactyla,equidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|homo sapiens|9606,Crimean-Congo hemorrhagic fever,host,Homo sapiens,9606,,,,Isolation/Observation; Not specified; PCR/Sequencing,TRUE,incidental_host,high,draft_source_backed,FALSE,incidental_host,source_backed_role_assignment,high,source_backed_role_v0_1,FALSE,dead_end_or_incidental_host,exact_source_backed,1,TRUE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,TRUE,TRUE,strict,host_v0_1,
crimean congo hemorrhagic fever|lepus europaeus|9983,Crimean-Congo hemorrhagic fever,host,Lepus europaeus,9983,mammalia,lagomorpha,leporidae,Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|lycaon pictus|9622,Crimean-Congo hemorrhagic fever,host,Lycaon pictus,9622,mammalia,carnivora,canidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|mus musculus|10090,Crimean-Congo hemorrhagic fever,host,Mus musculus,10090,mammalia,rodentia,muridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|numida meleagris|8996,Crimean-Congo hemorrhagic fever,host,Numida meleagris,8996,aves,galliformes,numididae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|nyctalus noctula|51300,Crimean-Congo hemorrhagic fever,host,Nyctalus noctula,51300,mammalia,chiroptera,vespertilionidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
crimean congo hemorrhagic fever|ovis aries|9940,Crimean-Congo hemorrhagic fever,host,Ovis aries,9940,mammalia,artiodactyla,bovidae,Antibodies; Not specified; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
