species,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated
sericornis,0.65,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0.65,0,0.65,0.325,0,0.65
sericossypha,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
sericulus,0,1,1,1,1,1,0.5,0,0.65,0.65,0.325,0,0.65,0.65,0.325,0,0
serilophus,0,1,1,1,1,1,0.5,0,0,0,0.325,0,0.65,0.325,0.325,0,0
serinus,1,1,1,1,1,1,1,1,1,1,1,1,1,0.65,0.5,0.5,1
serpophaga,1,1,1,1,1,1,1,1,1,1,0.65,1,0.65,0.65,0.325,0.5,0.65
setifer,0,1,1,1,1,1,0.65,0.65,0.65,0.65,0.65,0,0,0.25,0,0.325,0.325
setonix,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0
setopagis,0,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0,0.65,0.65,0.325,0.325,0.65
setophaga,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0.65,0,0.65,0,0,0
setornis,0,1,1,1,1,0.65,0.325,0,0,0,0,0.5,0.65,0,0.325,0,0
sheppardia,0,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0.325,0.65,0,0.325,0.325,0.325
sialia,0.325,1,1,1,1,1,0.65,0.65,0.325,0.325,0.65,0.65,0.65,0,0.325,0.325,0.325
sibirionetta,1,0,0,0,0,0,0,0.5,0,0,0.5,1,1,0,0.5,0,0
sicalis,0.65,0,0,0,0,0,1,1,1,1,1,0.65,0.65,0.65,0.325,0.5,1
sicista,0.375,1,1,1,1,1,1,1,0,0,1,0.75,0.75,0,0.375,0.375,0.375
sigelus,0,0,0,0,0,0,0.65,0.65,0.65,0.65,0.65,0,0.65,0.65,0.325,0,0
sigmodon,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.75,0.75,0.75,0.25,0.375,0,0.75
sigmodontomys,0.375,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0,0,0.375,0.75,0.75,0,0.375,0,0
simias,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.375,0,0,0,0,0
simoxenops,0.65,1,1,1,1,1,0.5,0,0,0,0,0.65,0,0,0,0,0
siphonorhis,0,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0
sipodotus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
siptornis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
siptornopsis,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0.5,0.5
sirystes,0,1,1,1,1,1,0.5,0,0,0,0,0.325,0,0,0,0,0
sitta,0.65,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0.65,0.65,0.65,0.325,0.5,1
sittasomus,0.325,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0.65
smicrornis,0,0.65,0.65,0.65,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0.65,0.65,0.325,0,0
sminthopsis,0.375,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0,0.375,0,0.75
smithornis,0,1,1,1,1,1,1,1,1,1,0.5,0,0.65,0.65,0.325,0,0.65
smutsia,0,1,1,1,1,1,0.5,0,1,1,0.5,0.5,0.25,0,0.125,0,0
smutsornis,0,0,0,0,0,0,0.65,0.65,0.325,0.325,0.65,0,0,0,0,0,0.65
snowornis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
solenodon,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0.25,0,0.125,0,0
solisorex,0,1,1,1,1,1,0.5,0,0,0,1,0,0,0,0,0.5,0.5
solomys,0,1,1,1,1,1,0.5,0,0,0,0,0.375,0,0,0,0,0
somateria,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,1
sommeromys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
sooretamys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75,0.75,0.375,0,0,0.75,0.375,0,0.75
sorex,0.75,1,1,1,1,1,1,1,0,0.375,1,0.75,0.75,0,0.375,0.75,1
soricomys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
soriculus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0.75
sotalia,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0
sousa,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0
spalacopus,0.375,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75,0.75,0.75,0,0,0,0,0.375,0.75
spalax,0,0,0,0,0,0,0.75,0.75,0.375,0.375,0.75,0,0.75,0,0.375,0,0.25
spartonoica,1,0,0,0,0,0,0,0.325,0,0,0.65,1,0,0,0,0,0
spatula,1,0,0,0,0,0,0,0.5,0,0,1,1,0,0,0.65,0,0.325
speculanas,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
speculipastor,0,0,0,0,0,0,1,1,1,1,0.5,0,0,0,0,0,0
speirops,0,1,1,1,1,1,1,1,0.65,0.65,0.325,0,1,0,0.5,0.5,0.5
spelaeornis,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0.325,0.65
speothos,0,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0.5,0,0
spermophaga,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0.65,0,0.325,0,0
spermophilopsis,0,0,0,0,0,0,0.25,0.25,0.125,0.125,0.25,0,0,0,0,0,0.25
spermophilus,0,0,0,0,0,0,0.75,0.75,0.375,0.375,0.75,0,0.75,0.375,0.375,0.75,0.75
sphaerias,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
sphaeronycteris,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
sphecotheres,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0,0.65,0.65,0.65,0.325,0,0
spheniscus,1,0,0,0,0,0,0.65,0.65,0,0,0,0,0,0,0,0,1
sphenocichla,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
sphenoeacus,0,0,0,0,0,0,0.325,0.65,0.325,0,1,0,0,0,0,0.5,0.5
sphyrapicus,0,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0,0.65,0.65,0.325,0.325,0.325
spilocuscus,0.375,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.375,0.75,0.25,0.75,0.375,0,0.75
spilogale,1,1,1,1,1,1,1,1,0.5,0,1,1,1,1,0.5,0,1
spilopelia,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.65,0.65,0.65,0.65,1,0.65,0.5,0,0
spiloptila,0,0,0,0,0,0,1,1,1,1,0.5,0,0,0,0,0,0
spilornis,0.325,1,1,1,1,1,0.5,0,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0.65
spindalis,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0.65,0.65,0.325,0,0.65
spiza,0,0,0,0,0,0,0,0,0.65,0.65,1,0,0.65,0,0.325,0,0
spizaetus,0.65,1,1,1,1,1,0.5,0,0.65,0.65,0.325,0.65,0,0.25,0.125,0,0.25
spizella,0.65,0.65,0.65,0.65,0.65,0.65,1,1,0.5,0.325,1,0.65,0.65,0.325,0.325,0.5,0.5
spiziapteryx,0,0.65,0.65,0.65,0.65,0.65,1,1,0.65,0.65,0.65,0,0,0,0,0,0
spizixos,0,1,1,1,1,1,1,1,0.5,0,0,0,0,0.65,0.325,0.5,0.65
spizocorys,0,0,0,0,0,0,1,1,1,1,1,0,0.65,0,0.325,0.5,0.5
sporophila,1,1,1,1,1,1,1,1,1,1,1,1,0.65,0.65,0.325,0.5,0.65
sporopipes,0,0,0,0,0,0,1,1,1,1,0.5,0,0,0.325,0,0,0
spreo,0,0,0,0,0,0,1,1,1,1,0.65,0,0.65,0.325,0.325,0,0
srilankamys,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
stachyris,0.325,1,1,1,1,1,1,1,0.5,0,0.65,0.65,0.65,1,0.5,0.325,1
stactolaema,0,1,1,1,1,1,0.5,0,1,1,0.5,0,0.65,0.325,0.325,0,0
stagonopleura,0.325,0.65,0.65,0.65,0.65,0.65,1,1,1,1,0.5,0.65,0,0.125,0,0,0
starnoenas,0,1,1,1,1,1,0.5,0,0,0,0,0.5,0,0,0,0,0
steatomys,0,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0,0.75,0,0.375,0.375,0.375
steatornis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
steganopus,0.325,0.65,0.65,0.325,0.325,0.325,0,0,0,0,1,1,0,0,0,0,0
stelgidopteryx,1,0.65,0.65,0.65,0.65,0.65,1,1,0.5,0.5,1,1,0.65,0.65,0.325,0,1
stenella,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steno,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stenocephalemys,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75,0,0.75,0,0.375,0.375,0.375
stenoderma,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
stenostira,0,0,0,0,0,0,0.65,0.65,0.65,0.65,0.325,0,0.65,0.325,0.325,0.325,0.325
stephanoaetus,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.65,0.65,0.325,0.65,0.65,0,0.325,0,0
stephanophorus,0,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0,0,0.65,0.325,0,0.65
stephanoxis,0,1,1,1,1,1,1,1,0.5,0,0,0,0,1,0.5,0,1
stercorarius,1,0,0,0,0,0,0,0,0,0,1,0.65,0,0,0,1,0.5
sterna,1,0,0,0,0,0,0,0.5,0,0,0.65,1,0,0,0,0.65,1
sternoclyta,0,1,1,1,1,1,0.5,0,0,0,0,0,0.65,0.65,0.325,0,0.65
sternula,1,0,0,0,0,0,0,0.325,0,0,0.65,1,0,0,0,0,1
stictonetta,1,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0
stigmatura,0.65,0.65,0.65,0.65,0.65,0.65,1,1,0.65,0.65,0.325,0.65,0,0,0,0.325,0.325
stiltia,0.65,0,0,0,0,0,0,0,0,0.325,0.65,0.65,0.65,0,0.325,0,0
stiphrornis,0,1,1,1,1,1,0.5,0,0.25,0.25,0.125,0.325,0.65,0,0.325,0,0
stipiturus,0.325,0,0,0,0,0,0.65,1,0.65,0.65,1,0.65,0,0,0,0.5,0.65
stizorhina,0.65,1,1,1,1,1,0.5,0,0,0,0,0.65,0.65,0.65,0.325,0,0.65
stochomys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0.25,0,0.125,0,0
strepera,0,1,1,1,1,1,0.65,0.65,1,1,0.5,0,0.65,0.65,0.325,0,0.65
streptocitta,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0.325,0.65,1,0.5,0,1
streptopelia,0.65,1,1,1,1,1,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0.65
streptoprocne,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0.65,0.325,0,0.65,0.325,0.325,1
stresemannia,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
strigocuscus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.375,0,0.75,0.75,0.375,0,0.75
strigops,0,1,1,1,1,1,0.5,0,0,0,0,0,1,0,0.5,0,0
strix,0.65,1,1,1,1,1,0.65,1,1,1,0.65,0.65,0.65,0.65,0.325,0.325,1
strophocincla,0.65,1,1,1,1,1,1,1,0.5,0,0.125,0.65,0.65,0.125,0.325,0.5,0.5
struthidea,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,1,1,0.5,0,0.65,0.65,0.325,0,0
struthio,0,0,0,0,0,0,0.65,0.65,1,1,1,0,0.25,0,0.125,0,0
sturnella,0.325,0,0,0,0,0,0.65,0.65,0.65,0.65,1,0.325,1,0.65,0.5,0,0.65
sturnira,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
sturnus,0.325,1,1,1,1,1,0.65,0.65,0.65,0.65,1,0.65,0.65,0.65,0.325,0,0.65
styloctenium,0,1,1,1,1,1,0.5,0,0,0,0,0,0.25,0,0.125,0,0
stylodipus,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.75,0,0,0,0,0.75,0.75
stymphalornis,0.5,0,0,0,0,0,0.325,0.5,0,0,0.65,1,0,0,0,0,0
sublegatus,0.5,1,1,1,1,1,1,1,0.5,0,0,1,0,0.65,0.325,0,0.65
suiriri,0,0.65,0.65,0.65,0.65,0.65,0.325,0,1,1,0.5,0,0,0,0,0,0
sula,1,0,0,0,0,0,0,0.325,0.65,0.65,0.325,0.65,0,0,0,0,1
suncus,0,1,1,1,1,1,1,1,0.75,0.75,1,0,0.75,0.75,0.375,0.5,0.75
sundamys,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0.75,0,0,0,0,0
sundasciurus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.375,0,0.75,0.75,0.375,0,0.75
surdisorex,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.375,0.375
suricata,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0.75
surnia,0.325,0.65,0.65,0.325,0.325,0.325,0.325,0.65,0,0,0.65,0.65,0.25,0,0.125,0.325,0.325
surniculus,0.325,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.125,0.65,0,0.125,0,0,0
sus,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.325,1
swynnertonia,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
syconycteris,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.75,0,0.75,0.375,0,0.75
sylvia,0.65,1,1,1,1,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0,1
sylvicapra,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.75,0.75,0.375,0.375,0.75
sylvietta,0.325,1,1,1,1,1,1,1,1,1,0.5,0.65,0.65,0.65,0.325,0.5,0.65
sylvilagus,0.75,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.75
sylviorthorhynchus,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0,0
sylviparus,0,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0,0,0.325,0,0.325,0.325
sylvisorex,0.375,1,1,1,1,1,0.5,0.375,0,0,1,0.75,0,0,0,0.5,0.5
syma,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0,0.65,0.65,0,0.325,0,0
symphalangus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
synallaxis,1,1,1,1,1,1,1,1,1,1,1,1,0.65,0.65,0.325,0.5,0.65
synaptomys,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.75,0.75,0,0,0,0.375,0.375
syncerus,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0,0.375,0.375
syndactyla,1,1,1,1,1,1,0.5,0,0,0,0,1,0,0.65,0.325,0,0.65
synoicus,0.325,0,0,0,0,0,0.65,0.65,0.325,0.5,1,0.65,0.65,0,0.325,0.325,0.325
syntheosciurus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
synthliboramphus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sypheotides,0,0,0,0,0,0,0,0,0,0.5,1,0,0.65,0,0.325,0,0
syrigma,0.5,0,0,0,0,0,0,0.325,0.65,0.65,1,0.65,0.65,0,0.325,0,0
syrmaticus,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0.65,0,0.325,0,0
syrrhaptes,0,0,0,0,0,0,1,1,0,0,0.5,0,0.65,0,0.325,0,1
systellura,0,1,1,1,1,1,1,1,0.65,0.65,0.65,0,0,0.65,0.325,0.5,0.65
taccocua,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0,0,0
tachornis,0.5,1,1,1,1,1,0.5,0,0,0,1,0.5,0,0.65,0.325,0,0.65
tachuris,1,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0
tachybaptus,1,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0
tachycineta,1,1,1,1,1,1,1,1,1,1,1,1,0.65,0.65,0.325,0,1
tachyeres,1,0,0,0,0,0,0,0,0,0,0.325,0.65,0,0,0,0,1
tachyglossus,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0.375,0.75
tachymarptis,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,1,0,0.325,1
tachyoryctes,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.75,0.25,0.375,0.375,0.375
tachyphonus,0,1,1,1,1,1,1,1,1,1,0.5,0.325,0.65,0.65,0.325,0,0.65
tadarida,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.75,0,0,0.75
tadorna,1,0,0,0,0,0,0.325,0.65,0.65,0.65,0.65,1,0.65,0,0.325,0,0
taeniopygia,0.325,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0.325,0
taeniotriccus,0.325,1,1,1,1,1,0.5,0,0,0,0,0.65,0,0,0,0,0
taeromys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
talegalla,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.25,0.125,0,0.25
talpa,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.75,0.375,0.75,0.375,0.375,0,0.75
tamandua,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,0,0
tamias,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75,0,0,0.75,0.375,0.375,0.75
tamiasciurus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
tamiops,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.125,0.375,0,0.75,0.375,0.375,0.375,0.375
tangara,0.325,1,1,1,1,1,1,1,0.65,0.65,0.65,0.5,0.65,1,0.5,0.325,1
tanygnathus,0.325,1,1,1,1,1,0.5,0,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0.65
tanysiptera,0.65,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0.65
taoniscus,0,0,0,0,0,0,1,1,0.65,0.65,1,0,0,0.65,0.325,0,0.65
tapecomys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
tapera,0.325,0,0,0,0,0,0.65,0.65,0.325,0,0.65,0.325,0,1,0.5,0,1
taphozous,0.75,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75
taphrolesbia,0,0,0,0,0,0,1,1,0.5,0,0,0,0.65,0,0.325,0.5,0.5
taphrospilus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
tapirus,0.75,1,1,1,1,1,1,1,0.75,0.75,1,1,0,0,0,0.5,0.5
taraba,0,1,1,1,1,1,0.65,0.65,1,1,0.5,0,0,0.65,0.325,0,0.65
tarphonomus,0,0,0,0,0,0,1,1,1,1,0.5,0,0,0,0,0.5,0.5
tarsiger,0,1,1,1,1,1,1,1,0.5,0,0.65,0,0.65,0,0.325,0.5,0.65
tarsipes,0,0,0,0,0,0,0.375,0.75,0.375,0,0,0,0,0,0,0,0
tarsius,0.5,1,1,1,1,1,0.5,0.125,0,0,0.5,1,1,1,0.5,0,1
tarsomys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
tasmacetus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tateomys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
tatera,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.75,0,0,0,0,0,0.25
taterillus,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.75,0.375,0.375,0,0.25
tauraco,0.65,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0
taxidea,0,0.25,0.25,0.25,0.25,0.25,1,1,0,0,1,0,0,0,0,0,0
tayassu,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0.5,0.5
tchagra,1,0.65,0.65,0.65,0.65,0.65,1,1,1,1,0.65,1,0.65,0.65,0.325,0,0.65
telacanthura,0.65,1,1,1,1,1,0.5,0.325,0.65,0.65,0.325,0.65,0.65,0,0.325,0,0.65
teledromas,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0
telespiza,1,0,0,0,0,0,1,1,0.5,0.5,1,0,0,0,0,0,1
telophorus,0,1,1,1,1,1,1,1,1,1,0.5,0.325,0.65,0.65,0.325,0.5,0.65
temnotrogon,0.125,1,1,1,1,1,0.5,0,0,0,0,0.25,0,0.65,0.325,0,0.65
temnurus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
tenrec,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0.65,0.65,0.325,0.325,0.325
tephrodornis,0,1,1,1,1,1,0.65,0.65,1,1,0.5,0,0.65,0.65,0.325,0,0
tephrozosterops,0,1,1,1,1,1,0.5,0,0,0,0,0,0.65,0,0.325,0,0
terathopius,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0,0,0,0.325,0.325
terenotriccus,0,1,1,1,1,1,0.5,0,0,0,0,0.5,0,0,0,0,0
terenura,0,1,1,1,1,1,0.5,0,0,0,0,0,0.65,0,0.325,0,0
teretistris,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0,0
terpsiphone,0.65,1,1,1,1,1,0.65,0.65,1,1,0.65,0.65,0.65,1,0.5,0,1
tersina,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
tesia,0.65,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0.65,0.65,0.65,0.325,0,0.65
tetracerus,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0
tetrao,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0,0,0,0,0,0,0,0
tetraogallus,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.325,1
tetraophasis,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0,0.65,0,0,0,0,0,0.65
tetrax,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0,0
thalassarche,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0.5,1
thalasseus,1,0,0,0,0,0,0,0,0,0,0.65,1,0,0,0,0,1
thalassoica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thalassornis,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
thallomys,0,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0
thalpomys,0.375,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0
thalurania,0,1,1,1,1,1,0.65,0.65,1,1,0.5,0.5,0.65,0.65,0.325,0,0.65
thamnistes,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
thamnolaea,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,1
thamnomanes,0,1,1,1,1,1,0.5,0,0,0,0,0.5,0,0,0,0,0
thamnomys,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
thamnophilus,0.65,1,1,1,1,1,1,1,1,1,0.5,0.65,0.65,0.65,0.325,0.325,0.65
thamnornis,0,0.65,0.65,0.65,0.65,0.65,1,1,0.5,0,0,0,0,0,0,0,0
thaptomys,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.75,0.375,0,0,0,0.125,0.125
thaumastura,0,0,0,0,0,0,1,1,0.5,0,0.325,0,0.65,0.65,0.325,0.325,0.65
thaumatibis,1,1,1,1,1,1,0.5,0,0,0,1,0.5,0.65,0,0.325,0,0
theristicus,0.75,0,0,0,0,0,0,0,0,0,1,0.75,0.75,0,0.375,0,0
theropithecus,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.375,0.75
thescelocichla,0,1,1,1,1,0.65,0.325,0,0.65,0.65,0.325,0.5,0.65,0.65,0.325,0,0.65
thinocorus,0.325,0,0,0,0,0,0,0.325,0,0,1,0.65,0.65,0,0.325,0.5,0.5
thinornis,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
thlypopsis,0,1,1,1,1,1,1,1,0.5,0,0,0.325,0,0,0,0.5,0.5
thomasomys,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75,0.25,0.75,0.75,0.375,0.375,0.75
thomomys,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.375,0.75
thoopterus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.125,0,0,0.125,0,0,0
thraupis,0,1,1,1,1,1,0.65,0.65,1,1,0.5,0.325,0.65,0.65,0.325,0.325,0.65
threnetes,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0.325,0.65,0.65,0.325,0,0.65
threskiornis,1,0.65,0.65,0.65,0.65,0.65,0.325,0.5,0,0,0.65,1,0.65,0.65,0.65,0,0.65
thrichomys,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0.75
thripadectes,0.65,1,1,1,1,1,0.5,0,0,0,0,0.65,0,0.65,0.325,0,0.65
thripophaga,1,1,1,1,1,1,0.65,0.65,0.325,0,0,1,0,0.65,0.325,0.325,0.65
thryomanes,0,0.65,0.65,0.65,0.65,0.65,1,1,0.5,0,0,0,0,0.65,0,0.325,0.325
thryonomys,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.75,0.75,0.75,0,0.375,0,0
thryorchilus,0,0.65,0.65,0.65,0.65,0.65,1,1,0.5,0,0.65,0,0,0,0,0.5,0.5
thryothorus,0.65,1,1,1,1,1,1,1,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0.65
thylacinus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.75,0,0,0,0,0,0
thylamys,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.25,0,0.125,0.375,1
thylogale,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.25,0.75,0.375,0.375,0.75
thyroptera,0,1,1,1,1,1,0.5,0,1,1,0.5,0,0.75,0,0.375,0,0
