blood_meal_assay_id,sample_id,study_id,vector_species_raw,vector_species_assay_raw,vector_species_sample_raw,host_organism_raw,review_reason
2016-indian-icemr|Anopheles_culicifacies_BCE_0307.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0307,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0308.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0308,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0308.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0308,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0364.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0364,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0364.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0364,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0365.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0365,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0365.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0365,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0366.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0366,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0366.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0366,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0434.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0434,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0434.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0434,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0435.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0435,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0435.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0435,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0436.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0436,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0436.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0436,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0488.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0488,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0488.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0488,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0489.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0489,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0489.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0489,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0044.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0044,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0044.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0044,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0168.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0168,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0168.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0168,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0169.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0169,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0169.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0169,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0170.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0170,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0170.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0170,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0203.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0203,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0203.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0203,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0259.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0259,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0259.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0259,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0015.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0015,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0015.BM_HUMAN.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0015,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0002.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0002,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0002.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0002,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0002.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0002,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0002.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0002,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0003.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0003,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0003.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0003,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0004.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0004,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0004.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0004,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0008.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0008,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0008.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0008,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0013.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0013,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0013.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0013,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0014.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0014,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0014.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0014,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0015.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_S_0015,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_S_0015.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_S_0015,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis S,Anopheles fluviatilis | Anopheles fluviatilis S,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0025.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0025,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0025.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0025,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0026.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0026,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0026.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0026,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0027.BM_BOVINE.1,2016-indian-icemr|Anopheles_fluviatilis_T_0027,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Bos taurus,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_fluviatilis_T_0027.BM_HUMAN.1,2016-indian-icemr|Anopheles_fluviatilis_T_0027,2016-indian-icemr,Anopheles fluviatilis | Anopheles fluviatilis T,Anopheles fluviatilis | Anopheles fluviatilis T,fluviatilis species complex,Homo sapiens,sample_species_differs_from_species_assay
2016-indian-icemr|Anopheles_culicifacies_BCE_0146.BM_BOVINE.1,2016-indian-icemr|Anopheles_culicifacies_BCE_0146,2016-indian-icemr,Anopheles culicifacies BCE subgroup | culicifacies species complex,Anopheles culicifacies BCE subgroup | culicifacies species complex,Myzomyia,Bos taurus,sample_species_differs_from_species_assay
