vector_species_taxonomy_cleaned,vector_species_original_examples,vector_species_clean_examples,disease_examples,review_needed_any,review_notes,official_correct_name,official_taxon_level,official_synonyms,official_iucn_name,official_name_status,helper_iucn_name,helper_itis_name,helper_gbif_name,helper_note,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_rank,gbif_status,gbif_match_type,gbif_note,itis_tsn,itis_scientific_name,itis_name_usage,itis_accepted_name,itis_note
aedes sudanensis,Aedes sudanensis,aedes sudanensis,Rift Valley fever,FALSE,,Aedes sudanensis,species,Aedes sudanensis,,exact_match,,,Aedes sudanensis,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes sudanensis 1 Catalogue of Life Curated 6585N; 2 Aedes sudanensis 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651159,"Aedes sudanensis (Theobald, 1908)",Aedes sudanensis,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes taeniarostris,Aedes taeniarostris,aedes taeniarostris,Zika virus disease,FALSE,,Aedes taeniarostris,species,Aedes taeniarostris,,exact_match,,,Aedes taeniarostris,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes taeniaros… 1 Catalogue of Life Curated 64W5S; 2 Aedes taeniaros… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652381,"Aedes taeniarostris (Theobald, 1909)",Aedes taeniarostris,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes taeniorhynchus,Aedes (Ochlerotatus) taeniorhynchus; Aedes taeniorhynchus,aedes ochlerotatus taeniorhynchus; aedes taeniorhynchus,Rift Valley fever; Venezuelan equine encephalitis; West Nile fever; Yellow fever,FALSE,,Aedes taeniorhynchus,species,Aedes taeniorhynchus,,exact_match,,,Aedes taeniorhynchus,"# A tibble: 4 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes taeniorhy… 1 Catalogue of Life Curated 657TS; 2 Aedes taeniorhy… 12 EOL AutoCur… bare-na…; 3 Aedes taeniorhy… 12 EOL AutoCur… bare-na…; 4 Aedes taeniorhy… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652052,"Aedes taeniorhynchus (Wiedemann, 1821)",Aedes taeniorhynchus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes taylori,Aedes taylori,aedes taylori,Dengue; Yellow fever; Zika virus disease,FALSE,,Aedes taylori,species,Aedes taylori,,exact_match,,,Aedes taylori,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes taylori 1 Catalogue of Life Curated 89VHJ; 2 Aedes taylori 1 Catalogue of Life Curated 87NFN; 3 Aedes taylori 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651015,"Aedes taylori Edwards, 1936",Aedes taylori,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes togoi,Aedes togoi,aedes togoi,Chikungunya fever,FALSE,,Aedes togoi,species,Aedes togoi,,exact_match,,,Aedes togoi,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes togoi 1 Catalogue of Life Curated 657TW; 2 Aedes togoi 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651467,"Aedes togoi (Theobald, 1907)",Aedes togoi,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes tremulus,Aedes tremulus,aedes tremulus,West Nile fever,FALSE,,Aedes tremulus,species,Aedes tremulus,,exact_match,,,Aedes tremulus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes tremulus 1 Catalogue of Life Curated 64W5Y; 2 Aedes tremulus 12 EOL AutoCurat… bare-na…; 3 Aedes tremulus 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651539,"Aedes tremulus (Theobald, 1903)",Aedes tremulus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes triseriatus,Aedes triseriatus,aedes triseriatus,Chikungunya fever; Rift Valley fever; West Nile fever; Zika virus disease,FALSE,,Aedes triseriatus,species,Aedes triseriatus,,exact_match,,,Aedes triseriatus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes triseriat… 1 Catalogue of Life Curated 657TX; 2 Aedes triseriat… 12 EOL AutoCur… bare-na…; 3 Aedes triseriat… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651799,"Aedes triseriatus (Say, 1823)",Aedes triseriatus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes unilineatus,Aedes unilineatus,aedes unilineatus,Zika virus disease,FALSE,,Aedes unilineatus,species,Aedes unilineatus,,exact_match,,,Aedes unilineatus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes unilineat… 1 Catalogue of Life Curated 64VTB; 2 Aedes unilineat… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651495,"Aedes unilineatus (Theobald, 1906)",Aedes unilineatus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes vexans,Aedes vexans,aedes vexans,Chikungunya fever; Rift Valley fever; West Nile fever; Zika virus disease,FALSE,,Aedes vexans,species,Aedes vexans,,exact_match,,,Aedes vexans,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes vexans 1 Catalogue of Life Curated 64W5H; 2 Aedes vexans 12 EOL AutoCurated bare-na…; 3 Aedes vexans 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652274,"Aedes vexans (Meigen, 1830)",Aedes vexans,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes vexans meigen,Aedes vexans (Meigen),aedes vexans meigen,Rift Valley fever,FALSE,,Aedes vexans,species,Aedes vexans,,suggested_change,,,Aedes vexans,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes vexans me… 1 Catalogue of Life Curated 64W5H; 2 Aedes vexans me… 12 EOL AutoCur… bare-na…; 3 Aedes vexans me… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1652274,"Aedes vexans (Meigen, 1830)",Aedes vexans,SPECIES,ACCEPTED,HIGHERRANK,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes vigilax,Aedes vigilax,aedes vigilax,Chikungunya fever; West Nile fever; Zika virus disease,FALSE,,Aedes vigilax,species,Aedes vigilax,,exact_match,,,Aedes vigilax,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes vigilax 1 Catalogue of Life Curated 6585H; 2 Aedes vigilax 12 EOL AutoCurated bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651828,"Aedes vigilax (Skuse, 1889)",Aedes vigilax,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aedes vittatus,Aedes vittatus,aedes vittatus,Chikungunya fever; Dengue; Yellow fever; Zika virus disease,FALSE,,Aedes vittatus,species,Aedes geniculatus; Aedes increpitus; Aedes vittatus,,exact_match,,,Aedes vittatus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aedes vittatus 1 Catalogue of Life Curated 64VTJ; 2 Aedes vittatus 12 EOL AutoCurat… bare-na…; 3 Aedes vittatus 12 EOL AutoCurat… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1651171,"Aedes vittatus (Bigot, 1861)",Aedes vittatus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
aetheca wagneri,Aetheca wagneri,aetheca wagneri,Plague,FALSE,,Aetheca wagneri,species,Aetheca wagneri,,exact_match,,,Aetheca wagneri,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Aetheca wagneri 1 Catalogue of Life Curated 65BJP; 2 Aetheca wagneri 12 EOL AutoCura… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1416894,"Aetheca wagneri (Baker, 1904)",Aetheca wagneri,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
amblyomma lepidum,Amblyomma lepidum,amblyomma lepidum,Crimean-Congo hemorrhagic fever,FALSE,,Amblyomma lepidum,species,Amblyomma lepidum,,exact_match,,,Amblyomma lepidum,"# A tibble: 4 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Amblyomma lepid… 1 Catalogue of Life Curated 5TZK6; 2 Amblyomma lepid… 1 Catalogue of Life Curated 65ZZQ; 3 Amblyomma lepid… 1 Catalogue of Life Curated CM8Y; 4 Amblyomma lepid… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",2184241,"Amblyomma lepidum Dönitz, 1909",Amblyomma lepidum,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
amblyomma testudinarium,Amblyomma testudinarium,amblyomma testudinarium,Severe fever with thrombocytopenia syndrome (SFTS),FALSE,,Amblyomma testudinarium,species,Amblyomma testudinarium,,exact_match,,,Amblyomma testudinarium,"# A tibble: 4 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Amblyomma testu… 1 Catalogue of Life Curated CMJJ; 2 Amblyomma testu… 1 Catalogue of Life Curated 5TZZT; 3 Amblyomma testu… 12 EOL AutoCur… bare-na…; 4 Amblyomma testu… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",2184224,"Amblyomma testudinarium Koch, 1844",Amblyomma testudinarium,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
amblyomma variegatum,Amblyomma variegatum,amblyomma variegatum,Crimean-Congo hemorrhagic fever; Rift Valley fever,FALSE,,Amblyomma variegatum,species,Amblyomma variegatum,,exact_match,,,Amblyomma variegatum,"# A tibble: 7 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Amblyomma varie… 1 Catalogue of Life Curated CMK6; 2 Amblyomma varie… 1 Catalogue of Life Curated CM9D; 3 Amblyomma varie… 1 Catalogue of Life Curated 5TZZY; 4 Amblyomma varie… 1 Catalogue of Life Curated CM8N; 5 Amblyomma varie… 12 EOL AutoCur… bare-na…; 6 Amblyomma varie… 12 EOL AutoCur… bare-na…; 7 Amblyomma varie… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",2183986,"Amblyomma variegatum Fabricius, 1794",Amblyomma variegatum,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
anopheles amictus,Anopheles amictus,anopheles amictus,West Nile fever,FALSE,,Anopheles amictus,species,Anopheles amictus; Anopheles hyrcanus,,exact_match,,,Anopheles amictus,"# A tibble: 3 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Anopheles amict… 1 Catalogue of Life Curated 89Z7Z; 2 Anopheles amict… 1 Catalogue of Life Curated 87NZY; 3 Anopheles amict… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1650548,"Anopheles amictus Edwards, 1921",Anopheles amictus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
anopheles atroparvus,Anopheles atroparvus,anopheles atroparvus,West Nile fever,FALSE,,Anopheles atroparvus,species,Anopheles atroparvus,,exact_match,,,Anopheles atroparvus,"# A tibble: 2 × 30; # currentCanonicalFull <chr>, taxonomicStatus <chr>,; # currentCardinality <dbl>, currentCanonicalSimple <chr>,; # currentRecordId <chr>, currentNameId <chr>, currentName <chr>,; # ℹ 25 more variables: entryDate <chr>, sortScore <dbl>,; # isSynonym <lgl>, editDistance <dbl>, stemEditDistance <dbl>, …; # matchedCanonicalSimple <chr>, matchedCanonicalFull <chr>,; # matchedNameID <chr>, matchedName <chr>, matchedCardinality <dbl>,; <chr> <chr> <chr> <chr> <chr>; 1 Anopheles atrop… 1 Catalogue of Life Curated 677TP; 2 Anopheles atrop… 12 EOL AutoCur… bare-na…; IUCN Category: NA; IUCN Class: NA; IUCN Date: NA; IUCN Family: NA; IUCN ID: NA; IUCN Latest: NA; IUCN Name: NA; IUCN Number of Synonyms: NA; IUCN Order: NA; IUCN Phylum: NA; IUCN Present: No; IUCN Status: NA; IUCN Synonyms: NA; NULL; submittedName dataSourceId dataSourceTitleShort curation recordId",1650503,"Anopheles atroparvus Thiel, 1927",Anopheles atroparvus,SPECIES,ACCEPTED,EXACT,,,,,,ITIS lookup skipped by VECTOR_AUDIT_SKIP_ITIS
